topic,ask_type,count
Kayser-Fleischer ring,anatomy_structure,1
Kayser-Fleischer ring,diagnosis,1
Keratic precipitates,diagnosis,1
Keratin,other,1
Keratitis,other,5
Keratitis,diagnosis,4
Keratitis,mechanism,1
Keratoconus,diagnosis,2
Keratoderma,diagnosis,2
Ketamine,management,1
Ketamine,other,1
Ketone Bodies,diagnosis,3
Ketone Bodies,mechanism,3
Ketone Bodies,investigation,1
Ketone Bodies,other,1
Kidney,anatomy_structure,7
Kidney Diseases,other,1
Kidney Function,mechanism,1
Kidney Function Tests,investigation,2
Kidney Stones,other,1
Kidney function tests,investigation,1
Kidney function tests,other,1
Kienböck Disease,diagnosis,1
Klebsiella,diagnosis,3
Klebsiella,epidemiology,1
Knee,anatomy_structure,10
Knee,diagnosis,2
Knee,mechanism,2
Knee,management,1
Knee Anatomy,anatomy_structure,1
Knee Deformity,diagnosis,1
Knee Dislocation,diagnosis,1
Knee Disorders,anatomy_structure,2
Knee Disorders,diagnosis,1
Knee Injuries,anatomy_structure,4
Knee Injuries,diagnosis,3
Knee Injuries,image_identification,3
Knee Injuries,mechanism,1
Knee Ligament Injuries,image_identification,2
Knee Pain,diagnosis,1
Knee Radiology,image_identification,1
Knee anatomy,mechanism,1
Knee deformity,diagnosis,1
Knee disorders,anatomy_structure,1
Knee disorders,diagnosis,1
Knee disorders,image_identification,1
Knee disorders,mechanism,1
Knee injuries,anatomy_structure,4
Knee injuries,diagnosis,2
Knee injuries,image_identification,2
Knee injuries,mechanism,1
Knee injuries,other,1
Knee ligament injuries,image_identification,1
Knowledge Translation,management,1
Koch postulates,other,2
Koebner Phenomenon,other,2
Koebner phenomenon,other,1
Koplik spot,diagnosis,1
Korsakoff Syndrome,anatomy_structure,1
Korsakoff Syndrome,other,1
Korsakoff syndrome,anatomy_structure,1
Krebs Cycle,other,3
Krebs Cycle,mechanism,1
Kwashiorkor,diagnosis,1
Kyphosis,epidemiology,1
Kyphosis,management,1
LAMB Syndrome,other,1
LASIK,management,1
LCIS,diagnosis,1
LDH,other,1
LDH Isoenzymes,investigation,1
LDH isoenzymes,investigation,1
LDH isoforms,investigation,1
LEEP,management,1
LLINs,epidemiology,1
LMA,management,1
LMA Supreme,other,1
La Belle indifference,diagnosis,1
Lab techniques,anatomy_structure,1
Labor & Delivery,other,50
Labor & Delivery,management,48
Labor & Delivery,diagnosis,13
Labor & Delivery,investigation,13
Labor & Delivery,anatomy_structure,8
Labor & Delivery,epidemiology,5
Labor & Delivery,drug_of_choice,4
Labor & Delivery,image_identification,2
Labor & Delivery,mechanism,1
Lac Operon,mechanism,1
Lacis cells,mechanism,1
Lacrimal Apparatus,management,7
Lacrimal Apparatus,anatomy_structure,4
Lacrimal Apparatus,diagnosis,3
Lacrimal Apparatus,mechanism,1
Lacrimal Apparatus Disorders,management,1
Lacrimal Disorders,management,1
Lacrimal Gland Disorders,diagnosis,1
Lacrimal System,management,3
Lacrimal System Disorders,management,1
Lacrimal apparatus,management,7
Lacrimal apparatus,anatomy_structure,4
Lacrimal apparatus,diagnosis,3
Lacrimal apparatus,mechanism,1
Lacrimal apparatus disorders,management,1
Lacrimal gland disorders,diagnosis,1
Lacrimal system,management,2
Lacrimal system disorders,management,2
Lactate Metabolism,mechanism,1
Lactate metabolism,mechanism,1
Lactation,other,5
Lactation,mechanism,1
Lamb Syndrome,other,1
Langer'S Lines,anatomy_structure,1
Langer's lines,anatomy_structure,1
Language,anatomy_structure,1
Language,diagnosis,1
Laparoscopic Complications,management,1
Laparoscopic Complications,mechanism,1
Laparoscopic Instrumentation,image_identification,1
Laparoscopic Surgery,other,2
Laparoscopic Surgery,image_identification,1
Laparoscopic Surgery,management,1
Laparoscopic Surgery,mechanism,1
Laparoscopic complications,management,1
Laparoscopic surgery,image_identification,1
Laparoscopic surgery,management,1
Laparoscopic surgery,other,1
Laparoscopy,investigation,1
Laparoscopy,mechanism,1
Laparoscopy,other,1
Large Bowel Obstruction,diagnosis,1
Large Intestine,anatomy_structure,10
Large bowel obstruction,diagnosis,1
Large intestine,anatomy_structure,10
Large intestine,management,1
Laryngeal Anatomy,anatomy_structure,6
Laryngeal Cancer,epidemiology,2
Laryngeal Cancer,diagnosis,1
Laryngeal Cancer,image_identification,1
Laryngeal Carcinoma,management,1
Laryngeal Diseases,diagnosis,1
Laryngeal Disorders,diagnosis,1
Laryngeal Disorders,drug_of_choice,1
Laryngeal Disorders,investigation,1
Laryngeal Disorders,mechanism,1
Laryngeal Innervation,anatomy_structure,1
Laryngeal Mask Airway,management,3
Laryngeal Mask Airway,other,1
Laryngeal Membranes,anatomy_structure,1
Laryngeal Muscles,anatomy_structure,3
Laryngeal Muscles,mechanism,1
Laryngeal Neoplasms,management,2
Laryngeal Neoplasms,epidemiology,1
Laryngeal Nerve Palsy,diagnosis,1
Laryngeal Nerve Palsy,mechanism,1
Laryngeal Nerves,anatomy_structure,1
Laryngeal Pathology,diagnosis,2
Laryngeal Pathology,image_identification,1
Laryngeal Procedures,other,1
Laryngeal Surgery,other,1
Laryngeal Tuberculosis,diagnosis,1
Laryngeal anatomy,anatomy_structure,3
Laryngeal cancer,epidemiology,2
Laryngeal carcinoma,management,1
Laryngeal malignancy,diagnosis,1
Laryngeal mask airway,management,2
Laryngeal membranes,anatomy_structure,1
Laryngeal muscles,anatomy_structure,2
Laryngeal muscles,mechanism,1
Laryngeal nerve palsy,other,1
Laryngeal pathology,image_identification,1
Laryngectomy,management,1
Laryngectomy Rehabilitation,management,1
Laryngology,diagnosis,2
Laryngology,anatomy_structure,1
Laryngology,investigation,1
Laryngology,mechanism,1
Laryngology,other,1
Laryngomalacia,other,1
Larynx Anatomy,anatomy_structure,2
Larynx Anatomy & Physiology,anatomy_structure,1
Laser therapy,management,1
Lasers,management,1
Lateral Epicondylitis,diagnosis,1
Lateral epicondylitis,diagnosis,1
Laxatives,mechanism,3
Laxatives,other,2
Ldh Isoenzymes,investigation,2
Ldh Isoforms,investigation,1
Lead Poisoning,mechanism,1
Lead apron thickness,other,1
Lead poisoning,mechanism,2
Learning Domains,other,1
Learning Theory,other,1
Learning theory,other,1
Leber hereditary optic neuropathy,diagnosis,1
Left atrial enlargement,image_identification,1
Left atrium,anatomy_structure,1
Left colon,management,1
Legal And Ethical Issues,other,1
Legal Aspects,other,3
Legal Aspects Of Death,other,1
Legal Aspects Of Injury,other,1
Legal Aspects Of Marriage,other,1
Legal Definitions,other,2
Legal Definitions,diagnosis,1
Legal Medicine,other,16
Legal Procedures,other,15
Legal Sections,other,1
Legal Terms,other,1
Legal and ethical issues,other,1
Legal aspects,other,4
Legal aspects,management,1
Legal aspects of death,other,1
Legal aspects of injury,other,1
Legal aspects of marriage,other,1
Legal definitions,other,1
Legal medicine,other,2
Legal medicine,investigation,1
Legg-Calve-Perthes Disease,diagnosis,1
Legg-Calvé-Perthes Disease,diagnosis,3
Legg-Calvé-Perthes Disease,management,1
Legg-Calvé-Perthes disease,diagnosis,3
Legg-Calvé-Perthes disease,management,1
Legionella,diagnosis,1
Legislation,other,3
Legitimacy,other,1
Leishmaniasis,epidemiology,3
Leishmaniasis,diagnosis,1
Leishmaniasis,drug_of_choice,1
Lens & Cataract,other,33
Lens & Cataract,management,21
Lens & Cataract,diagnosis,18
Lens & Cataract,anatomy_structure,10
Lens & Cataract,mechanism,9
Lens & Cataract,image_identification,2
Lens & Cataract,drug_of_choice,1
Lens & Cataract,investigation,1
Lepromin test,diagnosis,1
Leprosy,diagnosis,10
Leprosy,management,5
Leprosy,other,5
Leprosy,drug_of_choice,1
Leprosy,image_identification,1
Leptospirosis,diagnosis,2
Leptospirosis,drug_of_choice,1
Leptospirosis,epidemiology,1
Leukaemia,other,1
Leukaemia Complications,other,1
Leukemia,diagnosis,10
Leukemia,investigation,3
Leukemia,epidemiology,2
Leukemia,image_identification,1
Leukemia,management,1
Leukemia,mechanism,1
Leukemia,other,1
Leukemias,diagnosis,1
Leukemias,investigation,1
Leukemias,management,1
Leukemias,mechanism,1
Leukocoria,diagnosis,1
Leukocyte adhesion,mechanism,1
Leukocyte biology,other,1
Leukocyte physiology,other,1
Leukoerythroblastic Picture,diagnosis,1
Leukotriene receptors,mechanism,1
Levator palpebrae superioris,anatomy_structure,1
Levels Of Prevention,epidemiology,2
Levels Of Prevention,management,1
Levels Of Prevention,other,1
Levels of Prevention,epidemiology,2
Levels of Prevention,other,1
Levels of health care,other,1
Levels of prevention,epidemiology,1
Levels of prevention,management,1
Levetiracetam,other,1
Levonorgestrel IUD,other,1
Li-Fraumeni Syndrome,mechanism,1
Li-Fraumeni syndrome,mechanism,1
Lichen Planus,diagnosis,4
Lichen Planus,other,2
Lichen Planus,management,1
Lichen Sclerosus,diagnosis,1
Lichen planus,diagnosis,4
Lichen planus,other,2
Lichen sclerosus,diagnosis,1
Lid Disorders,management,1
Lid disorders,management,1
Lidocaine,other,1
Lids And Lacrimal Apparatus,diagnosis,1
Lids and lacrimal apparatus,diagnosis,1
Lie Detection,investigation,1
Lie detection,investigation,1
Lifestyle modifications,management,1
Ligament Injuries,diagnosis,2
Ligament injuries,diagnosis,3
Ligament injuries,anatomy_structure,1
Ligament injuries,image_identification,1
Ligaments,anatomy_structure,6
Ligature Marks,diagnosis,1
Lighting,other,2
Limb Replantation Principles,management,1
Limb Salvage,management,1
Limbic System,anatomy_structure,2
Limbic System,mechanism,1
Limping Child,diagnosis,1
Lipid Lowering Drugs,mechanism,1
Lipid Metabolism,mechanism,96
Lipid Metabolism,other,83
Lipid Metabolism,diagnosis,21
Lipid Metabolism,investigation,5
Lipid Metabolism,drug_of_choice,2
Lipid Metabolism,anatomy_structure,1
Lipid Metabolism,epidemiology,1
Lipid Metabolism,management,1
Lipid Transport,mechanism,2
Lipid digestion,mechanism,1
Lipid lowering drugs,mechanism,1
Lipid-Lowering Agents,drug_of_choice,1
Lipid-Lowering Drugs,other,4
Lipid-Lowering Drugs,drug_of_choice,1
Lipid-Lowering Drugs,mechanism,1
Lipid-lowering agents,drug_of_choice,1
Lipid-lowering drugs,other,5
Lipid-lowering drugs,drug_of_choice,1
Lipid-lowering drugs,mechanism,1
Lipids,other,2
Lipids And Membranes,other,1
Lipids and Membranes,other,1
Lipogenesis,mechanism,1
Lipoid proteinosis,diagnosis,1
Lipoprotein,mechanism,1
Lipoprotein Disorders,mechanism,2
Lipoprotein Disorders,diagnosis,1
Lipoprotein disorders,mechanism,1
Lipoproteins,mechanism,2
Lipoproteins,diagnosis,1
Lipoproteins,other,1
Listeria,diagnosis,1
Listeria,epidemiology,1
Listeria,investigation,1
Listeria,mechanism,1
Literacy Rate,epidemiology,1
Literacy rate,epidemiology,1
Lithium,mechanism,2
Lithium,management,1
Lithium,other,1
Lithium Side Effects,mechanism,1
Lithium Toxicity,investigation,1
Lithotripsy,management,1
Liver Abscess,diagnosis,1
Liver Abscess,management,1
Liver Abscess,other,1
Liver Anatomy,anatomy_structure,4
Liver And Biliary Tract,epidemiology,1
Liver And Biliary Tree,management,1
Liver Biopsy,investigation,1
Liver Cirrhosis,diagnosis,1
Liver Cirrhosis,investigation,1
Liver Disease,diagnosis,1
Liver Disease,investigation,1
Liver Diseases,diagnosis,1
Liver Diseases,drug_of_choice,1
Liver Diseases,management,1
Liver Disorders,diagnosis,1
Liver Disorders,drug_of_choice,1
Liver Disorders,epidemiology,1
Liver Disorders,investigation,1
Liver Function Tests,other,2
Liver Function Tests,investigation,1
Liver Metabolism,diagnosis,1
Liver Metabolism,mechanism,1
Liver Pathology,diagnosis,6
Liver Pathology,other,3
Liver Pathology,mechanism,1
Liver Physiology,mechanism,1
Liver Physiology,other,1
Liver Radiology,image_identification,1
Liver Transplant,management,2
Liver Transplant,epidemiology,1
Liver Transplantation,management,3
Liver abscess,diagnosis,2
Liver abscess,other,1
Liver anatomy,anatomy_structure,2
Liver and Biliary Tract,epidemiology,1
Liver and biliary tree,management,1
Liver cirrhosis,anatomy_structure,1
Liver disease,management,1
Liver diseases,diagnosis,1
Liver diseases,investigation,1
Liver disorders,investigation,1
Liver failure,investigation,1
Liver failure,management,1
Liver function tests,investigation,1
Liver function tests,other,1
Liver imaging,image_identification,1
Liver injury,mechanism,1
Liver pathology,diagnosis,4
Liver pathology,other,4
Liver physiology,mechanism,1
Liver segments,anatomy_structure,1
Liver transplantation,management,2
Liver transplantation,investigation,1
Local Anaesthesia,drug_of_choice,2
Local Anaesthetic Adjuvants,drug_of_choice,1
Local Anaesthetic Techniques,management,1
Local Anaesthetic Toxicity,drug_of_choice,1
Local Anaesthetic Toxicity,management,1
Local Anaesthetics,other,13
Local Anaesthetics,mechanism,8
Local Anaesthetics,drug_of_choice,6
Local Anaesthetics,management,1
Local Anesthesia,other,1
Local Anesthetics,other,5
Local Anesthetics,mechanism,2
Local Excision,management,1
Local anaesthetic techniques,management,1
Local anesthetics,other,1
Locard's Principle,mechanism,1
Long Bones,anatomy_structure,1
Long QT syndrome,other,1
Loop Diuretics,mechanism,1
Low birth weight,epidemiology,1
Lower Limb,anatomy_structure,93
Lower Limb,other,35
Lower Limb,image_identification,3
Lower Limb,management,2
Lower Limb,mechanism,2
Lower Limb,diagnosis,1
Lumbar Canal Stenosis,diagnosis,2
Lumbar Disc Prolapse,diagnosis,1
Lumbar Plexus,anatomy_structure,3
Lumbar Puncture,anatomy_structure,1
Lumbar Region,anatomy_structure,1
Lumbar canal stenosis,diagnosis,2
Lumbar disc prolapse,diagnosis,1
Lumbar plexus,anatomy_structure,1
Lumbar puncture,anatomy_structure,1
Lumbar puncture,management,1
Lung Abscess,diagnosis,1
Lung Abscess,other,1
Lung Anatomy,anatomy_structure,1
Lung Cancer,diagnosis,1
Lung Cancer,epidemiology,1
Lung Cancer,other,1
Lung Cancer Staging,diagnosis,1
Lung Diseases,other,1
Lung Fibrosis,investigation,1
Lung Fissures,anatomy_structure,1
Lung Function Tests,diagnosis,1
Lung Imaging Findings,diagnosis,1
Lung Mechanics,other,2
Lung Pathology,other,1
Lung Pathology Imaging,image_identification,1
Lung Surfactant,other,1
Lung Volumes,other,1
Lung anatomy,anatomy_structure,1
Lung carcinoma,mechanism,1
Lung malignancies,diagnosis,1
Lung mechanics,other,1
Lung pathology,diagnosis,1
Lung segments,anatomy_structure,1
Lung volumes,image_identification,1
Lungs,anatomy_structure,1
Lupus Erythematosus,image_identification,1
Lupus Vulgaris,diagnosis,2
Lupus vulgaris,diagnosis,4
Luteal Phase,other,1
Lymph Node,anatomy_structure,2
Lymph Node,other,2
Lymph Node Anatomy,anatomy_structure,1
Lymph Node Pathology,diagnosis,2
Lymph node,anatomy_structure,2
Lymphadenopathy Investigation,investigation,1
Lymphadenopathy investigation,investigation,1
Lymphatic Drainage,anatomy_structure,6
Lymphatic Malformations,anatomy_structure,1
Lymphatic System,anatomy_structure,23
Lymphatic System,mechanism,2
Lymphatic System,epidemiology,1
Lymphatic disorders,diagnosis,1
Lymphatic drainage,anatomy_structure,7
Lymphatic malformations,anatomy_structure,1
Lymphatic mapping,investigation,1
Lymphatic spread,anatomy_structure,1
Lymphatic system,anatomy_structure,18
Lymphedema,diagnosis,3
Lymphedema,epidemiology,1
Lymphogranuloma Venereum,diagnosis,1
Lymphogranuloma venereum,diagnosis,1
Lymphoid Neoplasms,diagnosis,2
Lymphoid Organs,anatomy_structure,4
Lymphoid Organs,image_identification,1
Lymphoid neoplasms,diagnosis,1
Lymphoid organs,anatomy_structure,8
Lymphoid organs,other,1
Lymphokines,mechanism,1
Lymphoma,diagnosis,19
Lymphoma,other,6
Lymphoma,epidemiology,4
Lymphoma,investigation,1
Lymphoma,management,1
Lymphoma,mechanism,1
Lymphoma Classification,diagnosis,1
Lymphomas,diagnosis,5
Lymphomas (Follicular Lymphoma),other,1
Lymphoproliferative Disorders,investigation,2
Lysosomal Storage Diseases,diagnosis,2
Lysosomal Storage Diseases,mechanism,2
Lysosomal Storage Disorders,diagnosis,9
Lysosomal Storage Disorders,mechanism,6
Lysosomal Storage Disorders,other,3
Lysosomal Storage Disorders,image_identification,2
Lysosomal storage diseases,diagnosis,1
Lysosomal storage disorders,mechanism,4
Lysosomal storage disorders,diagnosis,2
MCH Programme,epidemiology,1
MCH Services,epidemiology,1
MCH programme,management,1
MEN Syndromes,other,1
MEN syndrome,diagnosis,1
MHC Class I,anatomy_structure,1
MHC Class II expression,other,1
MHC molecules,anatomy_structure,1
MRCP,image_identification,1
MRI,other,3
MRI,investigation,2
MRI,image_identification,1
MRI,mechanism,1
MRI Safety,investigation,2
MRI brain,image_identification,1
MRSA,drug_of_choice,1
MRSA,mechanism,1
MSM,epidemiology,1
MTP Act,other,1
Macrocytic Anemia,diagnosis,2
Macrolides,drug_of_choice,2
Macronutrients,other,1
Macrophage,mechanism,1
Macula,investigation,1
Maculae Cerulea,diagnosis,1
Macular Degeneration,diagnosis,2
Macular Diseases,diagnosis,1
Macular Diseases,investigation,1
Macular Disorders,diagnosis,2
Macular Function,investigation,1
Macular Function Tests,investigation,1
Macular Sparing,anatomy_structure,1
Macular degeneration,diagnosis,2
Macular disorders,diagnosis,1
Macular disorders,investigation,1
Magnan's phenomenon,diagnosis,1
Magnesium Metabolism,other,1
Magnesium Sulfate Therapy,management,1
Magnesium Sulfate Toxicity,diagnosis,1
Magnesium Toxicity,diagnosis,1
Magnesium metabolism,other,1
Magnesium sulfate therapy,management,1
Magnesium sulfate toxicity,diagnosis,1
Maintenance Therapy,management,1
Major Histocompatibility Complex,mechanism,1
Malabsorption,diagnosis,4
Malabsorption,other,3
Malabsorption,investigation,2
Malabsorption Syndrome,other,1
Malabsorption Syndromes,other,1
Malabsorption syndrome,other,1
Malaria,epidemiology,8
Malaria,diagnosis,6
Malaria,management,6
Malaria,other,6
Malaria,mechanism,3
Malaria,investigation,2
Malaria,drug_of_choice,1
Malaria,image_identification,1
Malaria Life Cycle,mechanism,1
Malaria prevention,other,1
Male Genital System,other,1
Male Genital System Anatomy,anatomy_structure,1
Male Genitourinary System,anatomy_structure,1
Male Sexual Dysfunction,management,2
Male genitourinary,anatomy_structure,1
Male pelvis,anatomy_structure,1
Malignant Hyperthermia,mechanism,1
Malignant Hyperthermia,other,1
Malignant hyperthermia,mechanism,1
Mallampatti classification,other,1
Malposition,management,1
Malpresentation,diagnosis,1
Malpresentation,epidemiology,1
Malpresentation,management,1
Malpresentations,anatomy_structure,1
Management Of Breech Presentation,management,1
Management Of Uterine Fibroids,management,1
Management of Breech Presentation,management,1
Management of poisoning,management,1
Management of uterine fibroids,management,1
Manchester operation,other,1
Mandible,anatomy_structure,1
Mandibular Nerve Branches,anatomy_structure,1
Mandibular nerve branches,anatomy_structure,1
Mania,diagnosis,14
Mania,other,3
Mania,drug_of_choice,1
Mania,mechanism,1
Manner Of Death,diagnosis,2
Manner of death,diagnosis,2
Mapleson Systems,other,1
Marasmus,mechanism,1
Marfan Syndrome,diagnosis,1
Marfan syndrome,diagnosis,2
Marking Nut,other,1
Mask Ventilation,diagnosis,1
Mass drug administration,drug_of_choice,1
Mastectomy,anatomy_structure,1
Mastectomy,other,1
Masticatory Muscles,anatomy_structure,1
Mastocytosis,diagnosis,1
Mastoid Surgery,management,2
Mastoid surgery,management,3
Mastoidectomy,management,2
Maternal & Child Health,other,1
Maternal Age,epidemiology,1
Maternal And Child Health,epidemiology,7
Maternal And Child Health,other,5
Maternal And Child Health,management,2
Maternal Cardiac Disease,diagnosis,1
Maternal Health,epidemiology,6
Maternal Health,other,5
Maternal Health,management,1
Maternal Health Indicators,epidemiology,2
Maternal Health Programs,other,1
Maternal Health Services,epidemiology,1
Maternal Mortality,epidemiology,6
Maternal Mortality,other,1
Maternal Mortality Ratio,epidemiology,3
Maternal Physiological Changes,diagnosis,1
Maternal Physiology,mechanism,1
Maternal Physiology,other,1
Maternal Serum Screening,investigation,1
Maternal and Child Health,epidemiology,12
Maternal and Child Health,other,8
Maternal and Child Health,management,6
Maternal and child health,other,4
Maternal and child health,epidemiology,1
Maternal cardiac disease,diagnosis,1
Maternal diabetes,diagnosis,1
Maternal factors,other,1
Maternal health,epidemiology,3
Maternal health,management,1
Maternal mortality,epidemiology,3
Maternal mortality,mechanism,1
Maternal physiological changes,diagnosis,1
Maternal physiology,epidemiology,1
Maternal physiology,mechanism,1
Maternal vegetarian,other,1
Maternal-Fetal Antibody Transfer,mechanism,1
Maternal-Fetal Immunity,mechanism,1
Maxillary Artery,anatomy_structure,1
Maxillary Sinus,epidemiology,1
Maxillary sinus,anatomy_structure,3
Maxillary sinusitis,management,1
Maxillofacial Surgery,anatomy_structure,1
Mayer-Rokitansky-Küster-Hauser Syndrome,diagnosis,1
Mayer-Rokitansky-Küster-Hauser syndrome,diagnosis,1
McKeown's Theory,other,1
Mch Programme,management,1
Mch Services,epidemiology,1
Mckeown'S Theory,other,1
Measles,epidemiology,4
Measles,other,3
Measles,diagnosis,2
Measles Virus,diagnosis,1
Measures Of Association,other,2
Measures Of Central Tendency,other,1
Measures Of Disease Frequency,other,2
Measures Of Disease Frequency,epidemiology,1
Measures Of Disease Transmission,epidemiology,1
Measures Of Dispersion,other,1
Measures Of Skewness,other,1
Measures of Association,other,2
Measures of Central Tendency,other,1
Measures of Disease Frequency,other,2
Measures of Disease Frequency,epidemiology,1
Measures of Disease Transmission,epidemiology,1
Measures of Dispersion,other,1
Measures of Skewness,other,1
Mechanical Asphyxia,diagnosis,2
Mechanical Asphyxia,other,2
Mechanical Injuries,mechanism,4
Mechanical Injuries,other,4
Mechanical Injuries,diagnosis,3
Mechanical Injuries,image_identification,1
Mechanical Ventilation,mechanism,3
Mechanical asphyxia,diagnosis,2
Mechanical asphyxia,other,2
Mechanical injuries,mechanism,4
Mechanical injuries,other,3
Mechanical injuries,image_identification,1
Mechanical ventilators,mechanism,1
Mechanism of Action,mechanism,6
Mechanism of action,mechanism,3
Mechanoreceptors,mechanism,3
Mechanotransduction,mechanism,1
Meckel's diverticulum,other,1
Meconium Ileus,diagnosis,1
Meconium Peritonitis,diagnosis,1
Meconium ileus,diagnosis,1
Meconium peritonitis,diagnosis,1
Median Nerve,anatomy_structure,1
Mediastinal Compartments,anatomy_structure,3
Mediastinal Disorders,diagnosis,1
Mediastinal Masses,diagnosis,1
Mediastinum,anatomy_structure,6
Mediastinum,image_identification,1
Medical Abortion,drug_of_choice,1
Medical Devices,other,2
Medical Entomology,other,3
Medical Entomology,image_identification,1
Medical Ethics,other,5
Medical Ethics,management,1
Medical Ethics And Law,other,1
Medical Ethics and Law,other,3
Medical Jurisprudence,other,82
Medical Jurisprudence,management,2
Medical Jurisprudence,diagnosis,1
Medical Jurisprudence,image_identification,1
Medical Jurisprudence,investigation,1
Medical Law,other,2
Medical Legislation,other,3
Medical Management,drug_of_choice,1
Medical Management,management,1
Medical Negligence,other,10
Medical Signs,image_identification,1
Medical entomology,epidemiology,2
Medical ethics,management,1
Medical ethics,other,1
Medical gases,other,2
Medical jurisprudence,other,10
Medical legislation,other,3
Medical qualifications,other,3
Medico Legal Injuries,other,1
Medico-Legal Aspects Of Birth,other,1
Medico-Legal Autopsy,other,1
Medico-Legal Examination,investigation,1
Medico-legal Aspects of Birth,other,1
Medico-legal Examination,investigation,1
Medico-legal definitions,other,1
Medico-legal investigations,investigation,1
Medicolegal Autopsy,other,3
Medicolegal Examination,other,1
Medicolegal Jurisprudence,other,1
Medicolegal Radiology,investigation,1
Medicolegal Terminology,other,1
Medicolegal autopsy,other,1
Medicolegal jurisprudence,other,1
Megaloblastic Anemia,diagnosis,2
Megaloblastic Anemia,other,1
Megaloblastic anemia,diagnosis,2
Megaloblastic anemia,mechanism,1
Megaloblastic anemia,other,1
Meigs syndrome,diagnosis,1
Meiosis,mechanism,2
Melanin Synthesis,mechanism,1
Melanin synthesis,mechanism,1
Melanocytic Naevus,diagnosis,1
Melanocytic nevi,diagnosis,1
Melanoma,diagnosis,3
Melanoma,management,2
Melanoma,epidemiology,1
Melasma,diagnosis,1
Melioidosis,other,1
Membrane Physiology,mechanism,1
Membrane Potential,mechanism,1
Membrane Potential,other,1
Membrane Potentials,mechanism,1
Membrane Potentials,other,1
Membrane Transport,mechanism,14
Membrane Transport,other,2
Membrane Transport,image_identification,1
Membrane biology,other,2
Membrane physiology,mechanism,2
Membrane potential,mechanism,1
Membrane potentials,mechanism,1
Membrane receptors,mechanism,1
Membrane transport,mechanism,4
Memory,management,1
Men Syndromes,other,1
Mendelian Inheritance,other,1
Meniere Disease,management,3
Meniere Disease,drug_of_choice,1
Meniere'S Disease,drug_of_choice,1
Meniere'S Disease,other,1
Meniere's disease,drug_of_choice,1
Meniere's disease,other,1
Meningeal irritation,diagnosis,1
Meninges,anatomy_structure,2
Meningitis,diagnosis,7
Meningitis,drug_of_choice,2
Meningitis,investigation,2
Meningitis,management,1
Meningococcal Disease Control,drug_of_choice,1
Meningococcal Vaccine,other,1
Meningococcal meningitis,drug_of_choice,1
Meningococcal vaccine,management,1
Meningococcal vaccine,other,1
Meniscal Injuries,mechanism,1
Meniscal injuries,mechanism,1
Menopausal Hormone Therapy,management,2
Menopause,management,7
Menopause,other,4
Menopause,diagnosis,3
Menopause,drug_of_choice,1
Menopause,epidemiology,1
Menopause,mechanism,1
Menopause Management,management,3
Menopause management,management,1
Menorrhagia,diagnosis,1
Menorrhagia,management,1
Menorrhagia Management,management,1
Menstrual Cycle,other,4
Menstrual Cycle,investigation,2
Menstrual Cycle,mechanism,1
Menstrual Cycle Disorders,diagnosis,1
Menstrual Cycle Hormones,mechanism,1
Menstrual Cycle Physiology,other,1
Menstrual Disorders,other,25
Menstrual Disorders,diagnosis,5
Menstrual Disorders,management,3
Menstrual Disorders,drug_of_choice,1
Menstrual Disorders,investigation,1
Menstrual Regulation,management,1
Menstrual cycle,other,5
Menstrual cycle,mechanism,1
Menstrual physiology,mechanism,1
Menstrual regulation,management,1
Mental Health,other,3
Mental Health Act,other,2
Mental Health Law,other,1
Mental Health Legislation,other,1
Mental Healthcare Act,other,2
Mental Healthcare Act 2017,other,1
Mental State Examination,other,2
Mental Status Examination,other,3
Mental health,diagnosis,1
Mental health evaluation,management,1
Mental retardation,diagnosis,1
Mental state examination,other,1
Mental status examination,other,1
Mentzer index,diagnosis,1
Mesenteric Ischemia,diagnosis,1
Mesenteric Vessels,anatomy_structure,1
Mesenteric injury,management,1
Mesenteric vessels,anatomy_structure,1
Mesenteries,anatomy_structure,2
Mesh Anchoring,anatomy_structure,1
Mesothelioma,epidemiology,1
Mesothelioma,investigation,1
Metaboelic Disorders,other,2
Metabolic Acidosis,diagnosis,2
Metabolic Acidosis,mechanism,2
Metabolic Bone Disease,diagnosis,11
Metabolic Bone Disease,image_identification,2
Metabolic Bone Disease,mechanism,2
Metabolic Bone Disease,other,2
Metabolic Bone Diseases,diagnosis,3
Metabolic Bone Diseases,drug_of_choice,1
Metabolic Bone Disorders,diagnosis,2
Metabolic Changes,diagnosis,1
Metabolic Cycles Linkage,mechanism,1
Metabolic Disorders,diagnosis,25
Metabolic Disorders,other,11
Metabolic Disorders,mechanism,9
Metabolic Disorders,investigation,2
Metabolic Disorders,management,1
Metabolic Emergencies,management,1
Metabolic Encephalopathy,investigation,1
Metabolic Liver Diseases,diagnosis,1
Metabolic Pathways,mechanism,3
Metabolic Regulation,mechanism,1
Metabolic Skin Manifestations,diagnosis,1
Metabolic Syndrome,diagnosis,2
Metabolic Syndrome,epidemiology,1
Metabolic Syndrome,other,1
Metabolic acidosis,diagnosis,2
Metabolic acidosis,mechanism,1
Metabolic bone disease,diagnosis,8
Metabolic bone disease,image_identification,2
Metabolic bone disease,mechanism,1
Metabolic disorders,diagnosis,7
Metabolic disorders,other,5
Metabolic disorders,mechanism,4
Metabolic disorders,investigation,1
Metabolic emergencies,diagnosis,1
Metabolic emergencies,other,1
