topic,concept,count,years
Head and Neck,Medial pterygoid supplied by posterior V3,1,2012
Head and Neck,Middle ear muscle number,1,2013
Head and Neck,Nasal osseocartilaginous junction,1,2012
Head and Neck,Nerve passing through foramen,1,2019
Head and Neck,Occipital triangle contents,1,2013
Head and Neck,Optic canal part of lesser wing,1,2014
Head and Neck,Optic cup neural ectoderm,1,2014
Head and Neck,Orbicularis oculi winking role,1,2013
Head and Neck,Oropharynx lymphatic drainage,1,2013
Head and Neck,Otic ganglion relations,1,2012
Head and Neck,Palatoglossus not from occipital myotome,1,2014
Head and Neck,Papillae identification on barium swallow,1,2021
Head and Neck,Parotid duct pierces buccinator muscle,1,2016
Head and Neck,Parotid duct second molar,1,2012
Head and Neck,Parotid pleomorphic adenoma,1,2019
Head and Neck,Parotid tumor nerve involvement,1,2018
Head and Neck,Parotid tumor pain mechanism,1,2018
Head and Neck,Peritonsillar abscess trismus,1,2013
Head and Neck,Pharyngeal muscles arch origin,1,2014
Head and Neck,Platysma investing fascia,1,2013
Head and Neck,Preauricular parotid node drainage,1,2015
Head and Neck,Recurrent external laryngeal connection,1,2013
Head and Neck,Recurrent laryngeal nerve supply,1,2012
Head and Neck,Retropharyngeal abscess features,1,2013
Head and Neck,Retropharyngeal space lower limit,1,2012
Head and Neck,Risorius facial expression muscle,1,2012
Head and Neck,SCM innervation and actions,1,2014
Head and Neck,Scalenus anterior separates subclavian vessels,1,2014
Head and Neck,Spheno-occipital synchondrosis fusion age,1,2015
Head and Neck,Stapedial artery arch derivative,1,2012
Head and Neck,Stapes from second arch,1,2012
Head and Neck,Sternocleidomastoid actions,1,2014
Head and Neck,Stylopharyngeus arch origin,1,2013
Head and Neck,Superficial fascia is vascular layer of scalp,1,2016
Head and Neck,Superior constrictor forms Passavant ridge,1,2012
Head and Neck,Superior laryngeal nerve supply,1,2013
Head and Neck,Superior orbital fissure structures,1,2013
Head and Neck,Sympathetic innervation of dilator pupillae,1,2015
Head and Neck,Tegmen tympani formation,1,2013
Head and Neck,Temporomandibular joint disorders,1,2013
Head and Neck,Tensor tympani attaches to malleus,1,2016
Head and Neck,Tensor veli palatini innervation,1,2012
Head and Neck,Thyroid carcinoma histopathology,1,2022
Head and Neck,Trapezius innervation,1,2014
Head and Neck,Treacher Collins clinical features,1,2013
Head and Neck,Treacher Collins syndrome,1,2013
Head and Neck,Trigeminal sensory distribution,1,2019
Head and Neck,Vertebral artery muscular branches,1,2013
Head and Neck,Vertebral artery spinal branches,1,2013
Head and Neck,Zenker diverticulum location,1,2020
Head and Neck,areas drained by submandibular nodes,1,2016
Head and Neck,branchial arch nerve origin,1,2017
Head and Neck,branchial cyst common location,1,2019
Head and Neck,cricothyroid raises pitch,1,2024
Head and Neck,facial lower area drainage,1,2016
Head and Neck,facial middle area drainage,1,2016
Head and Neck,facial upper area drainage,1,2016
Head and Neck,foramen magnum structures,1,2011
Head and Neck,lamina papyracea ethmoid sinus orbit,1,2014
Head and Neck,lower face submental nodes,1,2015
Head and Neck,middle face submandibular drainage,1,2015
Head and Neck,nasal cavity floor bones,1,2015
Head and Neck,oropharyngeal cancer risk factors,1,2024
Head and Neck,pneumatic bone identification,1,2011
Head and Neck,recurrent laryngeal nerve anastomosis,1,2014
Head and Neck,structures not passing through jugular foramen,1,2025
Head and Neck,submandibular gland nerve supply,1,2024
Head and Neck,trigonocephaly suture closure,1,2016
Head and Neck Anatomy,Korner's septum location,2,"2014,2016"
Head and Neck Anatomy,Branchial arch nerve origin,1,2017
Head and Neck Anatomy,Branchial cyst common site,1,2019
Head and Neck Anatomy,Chorda tympani parasympathetic,1,2014
Head and Neck Anatomy,Common carotid artery bifurcation level,1,2011
Head and Neck Anatomy,Cranial nerve injury skull base,1,2021
Head and Neck Anatomy,Cricothyroid muscle vocal cord function,1,2016
Head and Neck Anatomy,Ear ossicle identification,1,2018
Head and Neck Anatomy,Ethmoid bone components identification,1,2012
Head and Neck Anatomy,Ethmoid sinus pain nerve,1,2011
Head and Neck Anatomy,External auditory meatus length,1,2014
Head and Neck Anatomy,Facial nerve lesion signs,1,2022
Head and Neck Anatomy,Frey's syndrome nerve injury,1,2019
Head and Neck Anatomy,Horner ptosis cause,1,2024
Head and Neck Anatomy,Laryngeal cartilage hyaline elastic,1,2012
Head and Neck Anatomy,Laryngeal muscle vocal cord tensor,1,2017
Head and Neck Anatomy,Lingual nerve risk submandibular gland,1,2021
Head and Neck Anatomy,Middle ear ossicle identification,1,2022
Head and Neck Anatomy,Nasolacrimal duct valve,1,2014
Head and Neck Anatomy,Nerve identification image,1,2018
Head and Neck Anatomy,Neural crest cell derivatives,1,2016
Head and Neck Anatomy,Neural crest derivatives,1,2018
Head and Neck Anatomy,Oculomotor nerve supplies LPS,1,2016
Head and Neck Anatomy,Onodi Haller cells association,1,2011
Head and Neck Anatomy,Ophthalmic artery origin internal carotid,1,2012
Head and Neck Anatomy,Parotid tumor nerve involvement,1,2018
Head and Neck Anatomy,Piriform sinus X-ray identification,1,2025
Head and Neck Anatomy,Scutum middle ear location,1,2014
Head and Neck Anatomy,Structures passing through sinus of Morgagni,1,2016
Head and Neck Anatomy,Tongue sensory innervation,1,2015
Head and Neck Anatomy,Tonsillitis referred ear pain nerve,1,2018
Head and Neck Anatomy,Vidian nerve composition,1,2014
Head and Neck Anatomy,epistaxis after external carotid ligation,1,2016
Head and Neck Anatomy,lingual thyroid,1,2016
Head and Neck Anatomy,nasal tip most prominent point,1,2016
Head and Neck Anatomy,quadrangular septum location,1,2016
Head and Neck Cancer,Post-resection management early tongue cancer,1,2014
Head and Neck Cancer,oral cancer TNM staging,1,2014
Head and Neck Cancer,tongue carcinoma post-resection management,1,2014
Head and Neck Cancers,ethmoidal carcinoma risk factors,1,2016
Head and Neck Imaging,Chemodectoma imaging modality,1,2016
Head and Neck Imaging,Salivary stone dye investigation,1,2013
Head and Neck Imaging,Sphenoid sinus best view,1,2014
Head and Neck Imaging,contrast CT for angiofibroma,1,2024
Head and Neck Lymphatics,facial lower area drainage,1,2016
Head and Neck Lymphatics,facial middle area drainage,1,2016
Head and Neck Lymphatics,facial upper area drainage,1,2016
Head and Neck Masses,Parotid gland common tumor,1,2018
Head and Neck Neoplasms,Oral ulcer differential diagnosis,1,2013
Head and Neck Neoplasms,Tongue base tuberculosis versus malignancy,1,2013
Head and Neck Neoplasms,oral cancer TNM staging,1,2014
Head and Neck Nerves,Jaw area sensation loss,1,2024
Head and Neck Oncology,Ethmoid sinus cancer risk,1,2016
Head and Neck Oncology,HPV related oropharyngeal cancer,1,2024
Head and Neck Oncology,N0 stage in lip carcinoma,1,2015
Head and Neck Oncology,Nasopharyngeal carcinoma characteristics,1,2010
Head and Neck Oncology,Nasopharyngeal carcinoma radiotherapy,1,2013
Head and Neck Oncology,Sinus angiofibroma image identification,1,2025
Head and Neck Oncology,most common oropharyngeal carcinoma type,1,2016
Head and Neck Oncology,paranasal sinus benign tumor,1,2016
Head and Neck Pathology,Angiofibroma Holman Miller sign,1,2025
Head and Neck Pathology,Lymphocytic sialoma pathology,1,2025
Head and Neck Radiology,Caldwell view sinus,1,2014
Head and Neck Radiology,PNS occipitomental view naming,1,2020
Head and Neck Surgery,Carotid body tumor diagnosis,1,2024
Head and Neck Surgery,LMA improves surgical field access,1,2014
Head and Neck Surgery,Modified radical dissection levels I V,1,2013
Head and Neck Surgery,Neck dissection levels I V,1,2013
Head and Neck Surgery,Sistrunk operation indication,1,2013
Head and Neck Surgery,Submandibular gland surgery nerve injury,1,2021
Head and Neck Surgery,Submandibular nodes level IB,1,2013
Head and Neck Surgery,Tongue carcinoma commonest site,1,2013
Head and Neck Surgery,Weber Ferguson maxillectomy approach,1,2013
Head and Neck Surgery,commando oral cancer resection,1,2013
Head and Neck surgery,Dohlman procedure indication,1,2019
Head and neck,Carotid body glomus cells,1,2013
Head and neck,Chemoreceptor glomus cells,1,2012
Head and neck,Eustachian tube germ layer,1,2012
Head and neck,Facial nerve submandibular relation,1,2025
Head and neck,Hyoid level C3,1,2013
Head and neck,Internal carotid in cavernous sinus,1,2012
Head and neck,Oculomotor superior orbital fissure,1,2012
Head and neck,Pterygopalatine fossa contents,1,2012
Head and neck,Right costocervical trunk origin,1,2012
Head and neck,Subclavian first part branches,1,2012
Head and neck,Thyrocervical trunk first part,1,2012
Head and neck,Vidian nerve also called nerve of pterygoid canal,1,2016
Head and neck anatomy,Anterior nasal lymphatics,1,2014
Head and neck anatomy,Facial nerve thickening,1,2018
Head and neck anatomy,Fossa of Rosenmuller anatomy,1,2018
Head and neck anatomy,Gag reflex nerve supply,1,2022
Head and neck anatomy,Glossopharyngeal nerve tonsillar bed,1,2013
Head and neck anatomy,Killian dehiscence location,1,2013
Head and neck anatomy,Oropharyngeal lymphatic drainage,1,2013
Head and neck anatomy,Oropharynx nodal drainage,1,2013
Head and neck anatomy,Paranasal sinuses present at birth,1,2013
Head and neck anatomy,Passavant ridge formation,1,2013
Head and neck cancer,Busulfan not head neck therapy,1,2013
Head and neck cancer,MRND adjuvant radiotherapy indication,1,2024
Head and neck lymphatics,Middle ear floor anatomy,1,2012
Head and neck lymphatics,Retropharyngeal lymph nodes,1,2012
Head and neck neoplasms,Postlaryngectomy voice rehabilitation,1,2018
Head and neck neoplasms,Tonsillar malignancy biopsy,1,2013
Head and neck oncology,Supraglottic laryngectomy choice,1,2016
Head and neck surgery,Squamous cell carcinoma tongue,1,2012
Head impulse test,Head impulse test vestibular neuronitis,1,2024
Head injuries,Signature fracture depressed skull,1,2011
Head injury,Chronic subdural hematoma,1,2019
Head injury,Concave crescent subdural hematoma,1,2012
Head injury,Crescentic chronic subdural hematoma,1,2019
Head injury,Diffuse axonal injury non-surgical management,1,2013
Head injury,Head injury assessment management,1,2018
Head injury,Heat hematoma location epidural,1,2015
Head injury,increased intracranial pressure,1,2015
Head injury,subdural hemorrhage trivial trauma elderly,1,2016
Head injury,uncal herniation,1,2015
Headache,Post spinal headache duration,1,2014
Headache,SAH presentation,1,2020
Headache Disorders,Basilar migraine diagnosis,1,2011
Headache Disorders,Ophthalmoplegic migraine features,1,2011
Headache Syndromes,Trigeminal autonomic cephalalgia nerve,1,2022
Headache disorders,Basilar migraine diagnosis,1,2011
Headache disorders,Ophthalmoplegic migraine features,1,2011
Health Administration,Charitable health institutions,1,2019
Health Administration,Health program monitoring evaluation,1,2024
Health Administration,Indian Constitution Concurrent List health,1,2019
Health Administration,Nalgonda technique defluoridation water,1,2024
Health Administration,PHC coverage hilly area,1,2013
Health Administration,School health PHC level,1,2021
Health Administration,Urban CHC establishment criteria,1,2022
Health Administration,concurrent list health subjects,1,2019
Health Behavior Models,Health Belief Model stages of change,1,2011
Health Care Delivery,A child presents to the emergency department with a history of ingestion of 10-20 ferrous,1,2022
Health Care Delivery,A patient presents to the emergency department with a history of ingestion of ten tablets of,1,2022
Health Care Delivery,"A patient presents to you with a fever, jaundice, and malaise. What is the most likely diagnosis",1,2022
Health Care Delivery,Bare area of liver,1,2014
Health Care Delivery,Bare area of liver features,1,2015
Health Care Delivery,Caudate lobe dual arterial supply,1,2016
Health Care Delivery,Cholecystocaval line function,1,2019
Health Care Delivery,Current trends in health care,1,2010
Health Care Delivery,ESI employee contribution percentage,1,2013
Health Care Delivery,ESI employer contribution percentage,1,2013
Health Care Delivery,ESI employer contribution rate,1,2013
Health Care Delivery,ESI medical expenditure distribution,1,2013
Health Care Delivery,Hering canal location,1,2016
Health Care Delivery,Hilly area PHC population norm,1,2013
Health Care Delivery,Liver lobule hexagonal,1,2016
Health Care Delivery,Liver segment drainage both sides,1,2016
Health Care Delivery,Liver stroma from septum transversum,1,2015
Health Care Delivery,PHC coverage hilly area,1,2013
Health Care Delivery,PHC inpatient bed norm,1,2013
Health Care Delivery,Primary care basic level,1,2013
Health Care Delivery,Primary care first contact,1,2013
Health Care Delivery,Primary health care essential components,1,2010
Health Care Delivery,Secondary care referral level,1,2013
Health Care Delivery,Space of Disse collagen types,1,2013
Health Care Delivery,Space of Disse location,1,2019
Health Care Delivery,State ESI expenditure share,1,2013
Health Care Delivery,Superior border epiploic foramen,1,2016
Health Care Delivery,Tertiary care highest level,1,2013
Health Care Delivery,Tertiary specialized care,1,2013
Health Care Delivery,Urban CHC establishment criteria,1,2022
Health Care Delivery,p,1,2023
Health Care Delivery,pyogenic liver abscess etiology,1,2014
Health Care Delivery,trained dai population coverage,1,2012
Health Care Of The Community In India,"A 30-week primigravida complaints of reduced vision at night. She has been avoiding papaya,",1,2023
Health Definitions,Disability definition,1,2013
Health Economics,Cost effectiveness study results,1,2012
Health Economics,Cost-effective analysis natural units,1,2020
Health Economics,Industrial monopolies health impact,1,2019
Health Education,Attitude emotional valence,1,2010
Health Education,Disease symptom awareness promotion,1,2019
Health Education,Hand hygiene learning domains,1,2021
Health Education,Health education characters,1,2019
Health Education,Health promotion education hygiene nutrition,1,2019
Health Education,Lifestyle and hazard protection,1,2012
Health Education,Nightingale public health statement,1,2012
Health Education,Promoting treatment adherence,1,2019
Health Education,Socratic method definition,1,2016
Health Education,Temporary public viewpoint,1,2013
Health Education,Total communication meaning,1,2015
Health Education,World Heart Day date,1,2016
Health Education,health education model steps,1,2021
Health Education,knowledge application strategy,1,2014
Health Education,panel discussion definition,1,2015
Health Education,panel discussion participant preparation,1,2012
Health Education,propaganda influences public opinion,1,2013
Health Education Models,health education model steps,1,2021
Health For All,Health for All components,1,2014
Health Indicators,Acute illness best indicator,1,2011
Health Indicators,DALY definition,1,2014
Health Indicators,Disability-free life expectancy,1,2013
Health Indicators,HDI components,1,2014
Health Indicators,HDI components exclusion,1,2011
Health Indicators,HDI excluded component,1,2015
Health Indicators,Health index characteristics,1,2016
Health Indicators,Health program impact indicators,1,2019
Health Indicators,Hospital bed occupancy indicator,1,2012
Health Indicators,IMR as community health indicator,1,2024
Health Indicators,IMR socioeconomic status indicator,1,2014
Health Indicators,Infant mortality rate indicator,1,2018
Health Indicators,Literacy rate gender gap,1,2014
Health Indicators,MCH programme best indicator,1,2014
Health Indicators,MMR definition calculation,1,2010
Health Indicators,Maternal mortality MCH indicator,1,2012
Health Indicators,Maternal mortality rate calculation,1,2011
Health Indicators,Maternal mortality ratio,1,2021
Health Indicators,PQLI component scale,1,2015
Health Indicators,PQLI composite index,1,2015
Health Indicators,Physical Quality of Life Index components,1,2021
Health Indicators,Positive mortality indicator identification,1,2014
Health Indicators,State with lowest neonatal mortality,1,2014
Health Indicators,health as living standard component,1,2013
Health Indicators,subjective wellbeing definition,1,2013
Health Legislation,Archaeological heritage protection,1,2019
Health Legislation,Child rights constitutional articles,1,2018
Health Legislation,Concurrent List health subjects,1,2019
Health Legislation,ESI Act TB benefit duration,1,2020
Health Legislation,Legal regulation of professions,1,2019
Health Legislation,Mechanically propelled vehicle taxation,1,2019
Health Legislation,Press and publication regulation,1,2019
Health Management,Behavioral science management methods,1,2020
Health Management,Cost-effective analysis natural units,1,2020
Health Management,Inventory expenditure prioritization,1,2012
Health Management,Management by objectives,1,2020
Health Management,PERT quantitative technique,1,2016
Health Manpower,Durkheim division of labor,1,2014
Health Organizations,UNFPA reproductive health funding,1,2012
Health Planning,Centre of Excellence planning,1,2020
Health Planning,Critical path method properties,1,2014
Health Planning,Equipment installation step,1,2013
Health Planning,Health manpower planning proposal,1,2012
Health Planning,Kartar Singh committee recommendation,1,2012
Health Planning,MDG 8 global partnership,1,2013
Health Planning,Ophthalmology training centre planning,1,2020
Health Planning,Secondary eye care centre planning,1,2020
Health Policy,Alma-Ata declaration facts,1,2014
Health Policy,Inland waterway navigation rules,1,2019
Health Policy,Ports classification under law,1,2019
Health Policy,Primary health care origin,1,2010
Health Policy,Trade of essential commodities regulation,1,2019
Health Program Evaluation,Health program evaluation components,1,2021
Health Program Evaluation,Health program evaluation metrics,1,2025
Health Program Management Cycle,Health program monitoring evaluation,1,2024
Health Promotion,Breastfeeding policy implementation,1,2014
Health Promotion,Community participation highest level,1,2010
Health Promotion,Health Belief Model stages of change,1,2011
Health Promotion,Health promotion education hygiene nutrition,1,2019
Health Promotion,Lifestyle change prevents CAD,1,2013
Health Promotion,Lifestyle factors longevity,1,2022
Health Promotion,Prenatal breastfeeding education,1,2014
Health Promotion,Staff lactation support training,1,2014
Health Promotion,knowledge application strategy,1,2014
Health Psychology,Attitude emotional valence,1,2010
Health Schemes,Janani Shishu Suraksha Karyakram,1,2024
Health Screening,Early disease detection screening,1,2019
Health Services,CHC norm requirements for urban area,1,2022
Health Services,Charitable health institutions,1,2019
Health Services,Hospital bed occupancy indicator,1,2012
Health Services,Identify non-utilization rate,1,2015
Health Services,Kartar Singh committee recommendation,1,2012
Health Services,Observation patient definition,1,2015
Health Services,Remote area health centre,1,2019
Health Services,UPHC number for slum population,1,2024
Health Services Evaluation,health center structure components,1,2021
Health Services Evaluation,process as quality determinant,1,2021
Health Services Planning,Block centre remote planning,1,2024
Health Statistics,Net reproduction rate definition,1,2012
Health Statistics,State with lowest neonatal mortality,1,2014
Health System,ASHA worker level,1,2010
Health System,PHC FRU requirement,1,2016
Health System,reliable supply service,1,2014
Health System Organization,School health PHC level,1,2021
Health Systems,Health program evaluation components,1,2021
Health administration,Indian Constitution Concurrent List health,1,2019
Health agencies,Central Pollution Control Board,1,2012
Health care management,Equipment installation step,1,2013
Health economics,Cost effectiveness study results,1,2012
Health education,Nightingale public health statement,1,2012
Health education,panel discussion participant preparation,1,2012
Health education,positive eugenics and environmental improvement,1,2012
Health education,propaganda influences public opinion,1,2013
Health for All,Health for All components,1,2014
Health indicators,Annual blood examination rate,1,2013
Health indicators,DALY disease burden measure,1,2018
Health indicators,Disability-free life expectancy,1,2013
Health indicators,Infant mortality rate indicator,1,2018
Health legislation,Edwin Chadwick legislation,1,2013
Health legislation,Indian Constitution Concurrent List health,1,2019
Health manpower,Durkheim division of labor,1,2014
Health planning,Equipment installation step,1,2013
Health planning,Eradicate poverty and hunger,1,2013
Health planning,Gender equality empowerment,1,2013
Health planning,Reduce child mortality,1,2013
Health planning,Universal primary education,1,2013
Health policy,Alma-Ata declaration facts,1,2014
Health policy,Health for All components,1,2014
Health program evaluation,Health program evaluation metrics,1,2025
Health psychology,Stages of change model components,1,2010
Healthcare Administration,Remotest health centre first contact,1,2019
Healthcare administration,Remotest health centre first contact,1,2019
Healthcare delivery system,Remotest health centre first contact,1,2019
Healthcare-Associated Pneumonia,HCAP risk factors,1,2014
Healthcare-associated pneumonia,HCAP risk factors,1,2014
Hearing,Normal conversation decibel level,1,2015
Hearing,normal hearing threshold dB,1,2016
Hearing Assessment,Rinne test conductive hearing loss,1,2025
Hearing Loss,Bone anchored hearing aid indications,1,2013
Hearing Loss,Conductive hearing loss air bone gap,1,2018
Hearing Loss,Hearing loss classification,1,2014
Hearing Loss,High-frequency hearing loss hair cell site,1,2022
Hearing Loss,Moderate hearing loss definition,1,2014
Hearing Loss,Positive Rinne in sensorineural loss,1,2013
Hearing Loss,Rinne test conductive hearing loss,1,2024
Hearing Loss,Tuning fork test interpretation,1,2024
Hearing Loss,cochlear vs retrocochlear hearing loss,1,2015
Hearing Loss,glue ear diagnosis,1,2014
Hearing Loss,unilateral hearing loss evaluation,1,2025
Hearing Loss Causes,Schwannoma hearing loss,1,2024
Hearing Loss Classification,Hearing loss classification,1,2014
Hearing Loss Diagnosis,Conductive hearing loss Rinne test,1,2024
Hearing Loss Diagnosis,Conductive hearing loss Weber test,1,2024
Hearing Loss Diagnosis,Tuning fork test interpretation,1,2024
Hearing Mechanisms,Otoacoustic emission source,1,2010
Hearing Physiology,Inner ear structures relation,1,2022
Hearing Tests,Conductive hearing loss Rinne test,1,2024
Hearing Tests,Conductive hearing loss Weber test,1,2024
Hearing Tests,False negative Rinne test,1,2013
Hearing Tests,Gelle's test diagnostic use,1,2013
Hearing Tests,Negative Rinne in conductive deafness,1,2013
Hearing Tests,Positive Rinne in normal hearing,1,2013
Hearing Tests,Rinne test conductive hearing loss,1,2018
Hearing Tests,Weber lateralizes to normal ear,1,2013
Hearing disorders,Hyperacusis clinical definition,1,2013
Hearing disorders,Stapedius paralysis hyperacusis,1,2013
Hearing loss,Auditory fatigue at 90 decibels,1,2013
Hearing loss,Carhart notch in otosclerosis,1,2019
Hearing loss,Conductive hearing loss air bone gap,1,2018
Hearing loss,False negative Rinne test,1,2013
Hearing loss,High-frequency hearing loss hair cell site,1,2022
Hearing loss,Lombard test for pseudohypacusis,1,2013
Hearing loss,Moderately severe hearing loss,1,2013
Hearing loss,Negative Rinne in conductive deafness,1,2013
Hearing loss,Otosclerosis audiogram,1,2022
Hearing loss,Permanent hearing loss exposure thresholds,1,2013
Hearing loss,Positive Rinne in sensorineural loss,1,2013
Hearing loss,Presbycusis hearing profile,1,2012
Hearing loss,Tone decay in conductive deafness,1,2013
Hearing loss,Weber lateralizes to normal ear,1,2013
Hearing loss,cochlear vs retrocochlear hearing loss,1,2015
Hearing loss,glue ear diagnosis,1,2014
Hearing physiology,Ossicles reduce sound impedance,1,2013
Hearing tests,False negative Rinne test,1,2013
Hearing tests,Mild conductive hearing loss,1,2013
Hearing tests,Moderate conductive hearing loss,1,2013
Hearing tests,Negative Rinne in conductive deafness,1,2013
Hearing tests,Positive Rinne in normal hearing,1,2013
Hearing tests,Positive Rinne in sensorineural loss,1,2013
Hearing tests,Rinne test positive conditions,1,2013
Hearing tests,Rinne test principles,1,2013
Hearing tests,Standard tuning fork frequency,1,2013
Hearing tests,Weber lateralizes to normal ear,1,2013
Heart,Left atrium forms heart base,2,2013
Heart,Great cardiac vein drainage,1,2012
Heart,Koch triangle anatomy,1,2012
Heart,Left ventricle forms left surface,1,2013
Heart,Right atrium forms right surface,1,2013
Heart,Right ventricle behind sternum,1,2013
Heart,Right ventricle forms anterior surface,1,2013
Heart,Right ventricle sternocostal surface,1,2013
Heart,Ventricular diaphragmatic surface anatomy,1,2013
Heart Failure,Decompensated heart failure management,1,2019
Heart Failure,LVF absent finding,1,2020
Heart Failure,LVF clinical features,1,2020
Heart Failure,Metoprolol in heart failure,1,2013
Heart Failure,Orthopnoea CHF mechanism,1,2011
Heart Failure,PND SOB JVP heart failure,1,2025
Heart Murmurs,HOCM murmur standing effect,1,2019
Heart Murmurs,Murmur associated condition,1,2023
Heart Rate Assessment,newborn ventilation HR <100,1,2016
Heart Sounds,S3 heart sound causes,1,2010
Heart Sounds,S3 rapid ventricular filling,1,2012
Heart Sounds,Second heart sound duration,1,2012
Heart block,Causes of Mobitz type 2 block,1,2018
Heart failure,Right heart failure congestion,1,2024
Heart failure,Right heart failure inotrope,1,2011
Heart failure,Tender hepatomegaly in heart failure,1,2012
Heart failure pharmacotherapy,Spironolactone antiandrogen effect,1,2012
Heart failure pharmacotherapy,Spironolactone reduces cardiac mortality,1,2012
Heart tube formation,Heart tube formation timing,1,2015
Heat Cramps,Miner's cramps heat cramps,1,2015
Heat Stroke,Heat stroke clinical features,1,2021
Heat cramps,Miner's cramps heat cramps,1,2015
Heat illness,Miner's cramps heat cramps,1,2015
Heat-Related Illness,Hot dry skin feature,1,2024
Heat-related illness,Heat cramps due to water,1,2015
Heat-related illness,Hot dry skin feature,1,2024
Heavy Chain Disease,most common heavy chain disease,1,2014
Heavy Metal Poisoning,Arsenic poisoning clinical features,1,2012
Heavy Metal Poisoning,Arsenic poisoning gastric signs,1,2017
Heavy Metal Poisoning,Arsenic poisoning nail changes,1,2022
Heavy Metal Poisoning,Chronic arsenic poisoning,1,2022
Heavy Metal Poisoning,Copper poisoning bluish pigmentation,1,2011
Heavy Metal Poisoning,Thallium poisoning clinical features,1,2022
Heavy Metal Poisoning,lead poisoning pure motor palsy,1,2016
Heavy Metal Toxicity,Cadmium proximal tubule proteinuria,1,2018
Heavy metal poisoning,Arsenic poisoning gastric signs,1,2017
Heavy metal poisoning,Cadmium induced renal injury,1,2012
Heavy metal poisoning,Commonest heavy metal poisoning,1,2012
Heavy metal poisoning,Copper poisoning bluish pigmentation,1,2011
Heavy metal poisoning,Minamata methylmercury toxicity,1,2013
Heavy metal poisoning,Thallium hair loss Mees lines,1,2022
Heavy metal poisoning,lead poisoning pure motor palsy,1,2016
Heavy metal toxicity,Cadmium proximal tubule proteinuria,1,2018
Helicobacter Pylori,Urea breath test H. pylori,1,2018
Helicobacter pylori,Urea breath test H. pylori,1,2018
Helminth Morphology,Trematode body cavity absence,2,2013
Helminth Morphology,Trematode incomplete gut,1,2013
Helminth morphology,Trematode body cavity absence,2,2013
Helminth morphology,Trematode incomplete gut,1,2013
Helminthic Diseases,Hookworm health problem threshold,1,2012
Helminthic diseases,Hookworm health problem threshold,1,2012
Helminthology,Trematode body cavity absence,2,2013
Helminthology,Beef contains cysticercus bovis,1,2013
Helminthology,Cestodes trematodes and nematodes,1,2013
Helminthology,Echinococcus eggs cause hydatid disease,1,2013
Helminthology,Filarial species identification,1,2022
Helminthology,Helminthic disease classification,1,2012
Helminthology,Katayama fever organism,1,2012
Helminthology,Nematodes are cylindrical worms,1,2013
Helminthology,Nematodes are roundworms,1,2013
Helminthology,Pork causes Taenia solium infection,1,2013
Helminthology,Pork contains cysticercus cellulosae,1,2013
Helminthology,Schistosoma egg morphology,1,2019
Helminthology,Steroid Strongyloides BAL,1,2021
Helminthology,Strongyloides ovoviviparity,1,2013
Helminthology,Strongyloides stercoralis infection,1,2022
Helminthology,Trematode incomplete gut,1,2013
Helminthology,Trichuris eggs spread fecal orally,1,2013
Helminths,Echinococcus granulosus host,1,2018
Helminths,H. nana scolex morphology,1,2016
Helminths,Parasite egg morphology identification,1,2020
Helminths,Strongyloides larval identification,1,2012
Helminths,Taenia saginata scolex features,1,2016
Helminths,Taenia solium scolex features,1,2016
Helminths,Wuchereria tail nuclei pattern,1,2012
Hematinics,oral iron treatment features,1,2015
Hematologic Malignancies,APL PML RARA translocation,1,2024
Hematologic Neoplasms,AML M3 t(15;17) translocation,1,2012
Hematologic malignancies,APL t(15;17) translocation,2,2024
Hematologic neoplasms,AML M3 t(15;17) translocation,1,2012
Hematological Disorders,CD59 in PNH diagnosis,1,2017
Hematological Malignancies,Bortezomib in multiple myeloma,1,2019
Hematological Malignancies,CML BCR-ABL translocation,1,2024
Hematological Malignancies,CML Philadelphia chromosome mechanism,1,2022
Hematological Malignancies,CML Philadelphia chromosome translocation,1,2022
Hematological Malignancies,Multiple Myeloma prognostic markers,1,2021
Hematological Markers,CA125 expression red cells,1,2025
Hematopathology,Parvovirus B19 aplastic crisis,3,"2019,2022,2024"
Hematopathology,Acute leukemia chemotherapy,2,2024
Hematopathology,Bernard-Soulier Gp Ib deficiency,2,"2016,2017"
Hematopathology,CD59 marker PNH,2,"2016,2018"
Hematopathology,"CPD preserves 2,3-DPG",2,2020
Hematopathology,Conditions causing marked bleeding,2,"2016,2018"
Hematopathology,Cutaneous lymphoma risk factors,2,"2016,2017"
Hematopathology,Iron deficiency anemia diagnosis,2,"2010,2022"
Hematopathology,PNH flow cytometry,2,"2022,2024"
Hematopathology,Paroxysmal cold hemoglobinuria antibody,2,2013
Hematopathology,Sickle cell dactylitis,2,2018
Hematopathology,neonatal RBC lifespan,2,"2014,2015"
Hematopathology,von Willebrand disease classification,2,2020
Hematopathology,"2,3-DPG causes right shift",1,2012
Hematopathology,"A 56-year-old man presents with dragging pain in the abdomen. On examination, there is",1,2022
Hematopathology,A child presents with recurrent chest infections and abdominal pain. There is a history of 1,1,2022
Hematopathology,A female patient presented with fatigue and a history of piles. Routine complete blood count,1,2022
Hematopathology,"A patient with deep vein thrombosis was started on a new drug. After 2 days, he presented",1,2022
Hematopathology,ABO antibodies are IgM,1,2013
Hematopathology,ABO antigen carbohydrate,1,2014
Hematopathology,ABO non-secretor infection risk,1,2015
Hematopathology,AIHA spherocyte formation,1,2012
